"from","to","sessionid","state","year","upper"
"Robert Lynn","Jay Ramras","AKL10","AK","10","L"
"Robert Lynn","Nancy Dahlstrom","AKL10","AK","10","L"
"Robert Lynn","Leslie Gara","AKL10","AK","10","L"
"Robert Lynn","John Harris","AKL10","AK","10","L"
"Robert Lynn","Chris Tuck","AKL10","AK","10","L"
"Robert Lynn","Mark Neuman","AKL10","AK","10","L"
"Robert Lynn","Reginald Joule","AKL10","AK","10","L"
"Robert Lynn","Robert Buch","AKL10","AK","10","L"
"Robert Lynn","Harry Crawford","AKL10","AK","10","L"
"Robert Lynn","Max Gruenberg","AKL10","AK","10","L"
"Robert Lynn","Alberta Gardner","AKL10","AK","10","L"
"Robert Lynn","Neal Foster","AKL10","AK","10","L"
"Robert Lynn","Bob Herron","AKL10","AK","10","L"
"Robert Lynn","David Guttenberg","AKL10","AK","10","L"
"Robert Lynn","Charles Chenault","AKL10","AK","10","L"
"Robert Lynn","Michael Doogan","AKL10","AK","10","L"
"Robert Lynn","James Petersen","AKL10","AK","10","L"
"Robert Lynn","Scott Kawasaki","AKL10","AK","10","L"
"Cathy Munoz","Robert Lynn","AKL10","AK","10","L"
"Cathy Munoz","Jay Ramras","AKL10","AK","10","L"
"Cathy Munoz","Craig Johnson","AKL10","AK","10","L"
"Cathy Munoz","Leslie Gara","AKL10","AK","10","L"
"Cathy Munoz","Peggy Wilson","AKL10","AK","10","L"
"Cathy Munoz","William Thomas","AKL10","AK","10","L"
"Cathy Munoz","Chris Tuck","AKL10","AK","10","L"
"Cathy Munoz","Alan Austerman","AKL10","AK","10","L"
"Cathy Munoz","Reginald Joule","AKL10","AK","10","L"
"Cathy Munoz","Robert Buch","AKL10","AK","10","L"
"Cathy Munoz","Bryce Edgmon","AKL10","AK","10","L"
"Cathy Munoz","Kyle Johansen","AKL10","AK","10","L"
"Cathy Munoz","Beth Kerttula","AKL10","AK","10","L"
"Cathy Munoz","Paul Seaton","AKL10","AK","10","L"
"Cathy Munoz","Richard Foster","AKL10","AK","10","L"
"Jay Ramras","Robert Lynn","AKL10","AK","10","L"
"Jay Ramras","Craig Johnson","AKL10","AK","10","L"
"Jay Ramras","Peggy Wilson","AKL10","AK","10","L"
"Jay Ramras","Bill Stoltze","AKL10","AK","10","L"
"Jay Ramras","Chris Tuck","AKL10","AK","10","L"
"Jay Ramras","Carl Gatto","AKL10","AK","10","L"
"Jay Ramras","Alan Austerman","AKL10","AK","10","L"
"Jay Ramras","Michael Hawker","AKL10","AK","10","L"
"Jay Ramras","Max Gruenberg","AKL10","AK","10","L"
"Jay Ramras","Michael Kelly","AKL10","AK","10","L"
"Jay Ramras","Charisse Millett","AKL10","AK","10","L"
"Jay Ramras","Beth Kerttula","AKL10","AK","10","L"
"Jay Ramras","Kurt Olson","AKL10","AK","10","L"
"Jay Ramras","James Petersen","AKL10","AK","10","L"
"Nancy Dahlstrom","Robert Lynn","AKL10","AK","10","L"
"Nancy Dahlstrom","Cathy Munoz","AKL10","AK","10","L"
"Nancy Dahlstrom","John Harris","AKL10","AK","10","L"
"Nancy Dahlstrom","Carl Gatto","AKL10","AK","10","L"
"Nancy Dahlstrom","Michael Hawker","AKL10","AK","10","L"
"Nancy Dahlstrom","Robert Buch","AKL10","AK","10","L"
"Nancy Dahlstrom","Anna Fairclough MacKinnon","AKL10","AK","10","L"
"Nancy Dahlstrom","Lindsey Holmes","AKL10","AK","10","L"
"Nancy Dahlstrom","Charles Chenault","AKL10","AK","10","L"
"Nancy Dahlstrom","Beth Kerttula","AKL10","AK","10","L"
"Craig Johnson","Robert Lynn","AKL10","AK","10","L"
"Craig Johnson","Jay Ramras","AKL10","AK","10","L"
"Craig Johnson","Nancy Dahlstrom","AKL10","AK","10","L"
"Craig Johnson","Peggy Wilson","AKL10","AK","10","L"
"Craig Johnson","Mark Neuman","AKL10","AK","10","L"
"Craig Johnson","Max Gruenberg","AKL10","AK","10","L"
"Craig Johnson","Michael Kelly","AKL10","AK","10","L"
"Craig Johnson","Wes Keller","AKL10","AK","10","L"
"Craig Johnson","Charisse Millett","AKL10","AK","10","L"
"Leslie Gara","Robert Lynn","AKL10","AK","10","L"
"Leslie Gara","Nancy Dahlstrom","AKL10","AK","10","L"
"Leslie Gara","John Harris","AKL10","AK","10","L"
"Leslie Gara","Mark Neuman","AKL10","AK","10","L"
"Leslie Gara","Max Gruenberg","AKL10","AK","10","L"
"Leslie Gara","Alberta Gardner","AKL10","AK","10","L"
"Leslie Gara","Charisse Millett","AKL10","AK","10","L"
"Leslie Gara","Beth Kerttula","AKL10","AK","10","L"
"Leslie Gara","Kurt Olson","AKL10","AK","10","L"
"Leslie Gara","Scott Kawasaki","AKL10","AK","10","L"
"Peggy Wilson","Robert Lynn","AKL10","AK","10","L"
"Peggy Wilson","Jay Ramras","AKL10","AK","10","L"
"Peggy Wilson","Nancy Dahlstrom","AKL10","AK","10","L"
"Peggy Wilson","William Thomas","AKL10","AK","10","L"
"Peggy Wilson","John Coghill","AKL10","AK","10","L"
"Peggy Wilson","Alan Austerman","AKL10","AK","10","L"
"Peggy Wilson","Michael Hawker","AKL10","AK","10","L"
"Peggy Wilson","Harry Crawford","AKL10","AK","10","L"
"Peggy Wilson","Alberta Gardner","AKL10","AK","10","L"
"Peggy Wilson","Bob Herron","AKL10","AK","10","L"
"Peggy Wilson","Beth Kerttula","AKL10","AK","10","L"
"Peggy Wilson","James Petersen","AKL10","AK","10","L"
"Peggy Wilson","Paul Seaton","AKL10","AK","10","L"
"Peggy Wilson","Sharon Cissna","AKL10","AK","10","L"
"Peggy Wilson","Richard Foster","AKL10","AK","10","L"
"William Thomas","Craig Johnson","AKL10","AK","10","L"
"William Thomas","Chris Tuck","AKL10","AK","10","L"
"William Thomas","Harry Crawford","AKL10","AK","10","L"
"William Thomas","Paul Seaton","AKL10","AK","10","L"
"Bill Stoltze","Robert Lynn","AKL10","AK","10","L"
"Bill Stoltze","Jay Ramras","AKL10","AK","10","L"
"Bill Stoltze","Carl Gatto","AKL10","AK","10","L"
"Bill Stoltze","Robert Buch","AKL10","AK","10","L"
"Bill Stoltze","Wes Keller","AKL10","AK","10","L"
"Bill Stoltze","Lindsey Holmes","AKL10","AK","10","L"
"Bill Stoltze","James Petersen","AKL10","AK","10","L"
"Bill Stoltze","Tammie Wilson","AKL10","AK","10","L"
"John Coghill","Robert Lynn","AKL10","AK","10","L"
"John Coghill","Cathy Munoz","AKL10","AK","10","L"
"John Coghill","Jay Ramras","AKL10","AK","10","L"
"John Coghill","Leslie Gara","AKL10","AK","10","L"
"John Coghill","Michael Kelly","AKL10","AK","10","L"
"John Coghill","Wes Keller","AKL10","AK","10","L"
"John Coghill","Lindsey Holmes","AKL10","AK","10","L"
"John Coghill","Charisse Millett","AKL10","AK","10","L"
"John Coghill","Beth Kerttula","AKL10","AK","10","L"
"John Coghill","Scott Kawasaki","AKL10","AK","10","L"
"John Harris","Cathy Munoz","AKL10","AK","10","L"
"John Harris","Craig Johnson","AKL10","AK","10","L"
"John Harris","Peggy Wilson","AKL10","AK","10","L"
"John Harris","William Thomas","AKL10","AK","10","L"
"John Harris","Alan Austerman","AKL10","AK","10","L"
"John Harris","Kyle Johansen","AKL10","AK","10","L"
"John Harris","Tammie Wilson","AKL10","AK","10","L"
"John Harris","Richard Foster","AKL10","AK","10","L"
"Chris Tuck","Cathy Munoz","AKL10","AK","10","L"
"Chris Tuck","Max Gruenberg","AKL10","AK","10","L"
"Chris Tuck","Michael Kelly","AKL10","AK","10","L"
"Chris Tuck","Neal Foster","AKL10","AK","10","L"
"Chris Tuck","Scott Kawasaki","AKL10","AK","10","L"
"Carl Gatto","Jay Ramras","AKL10","AK","10","L"
"Carl Gatto","Craig Johnson","AKL10","AK","10","L"
"Carl Gatto","Leslie Gara","AKL10","AK","10","L"
"Carl Gatto","Max Gruenberg","AKL10","AK","10","L"
"Carl Gatto","Wes Keller","AKL10","AK","10","L"
"Carl Gatto","David Guttenberg","AKL10","AK","10","L"
"Carl Gatto","Tammie Wilson","AKL10","AK","10","L"
"Alan Austerman","Cathy Munoz","AKL10","AK","10","L"
"Alan Austerman","Peggy Wilson","AKL10","AK","10","L"
"Alan Austerman","John Harris","AKL10","AK","10","L"
"Alan Austerman","Bryce Edgmon","AKL10","AK","10","L"
"Alan Austerman","Kyle Johansen","AKL10","AK","10","L"
"Mark Neuman","Cathy Munoz","AKL10","AK","10","L"
"Mark Neuman","Leslie Gara","AKL10","AK","10","L"
"Mark Neuman","William Thomas","AKL10","AK","10","L"
"Mark Neuman","Bill Stoltze","AKL10","AK","10","L"
"Mark Neuman","Alan Austerman","AKL10","AK","10","L"
"Mark Neuman","Michael Hawker","AKL10","AK","10","L"
"Mark Neuman","Reginald Joule","AKL10","AK","10","L"
"Mark Neuman","Robert Buch","AKL10","AK","10","L"
"Mark Neuman","Anna Fairclough MacKinnon","AKL10","AK","10","L"
"Mark Neuman","Wes Keller","AKL10","AK","10","L"
"Mark Neuman","Bob Herron","AKL10","AK","10","L"
"Mark Neuman","Lindsey Holmes","AKL10","AK","10","L"
"Mark Neuman","Charles Chenault","AKL10","AK","10","L"
"Mark Neuman","Michael Doogan","AKL10","AK","10","L"
"Mark Neuman","Kurt Olson","AKL10","AK","10","L"
"Mark Neuman","Tammie Wilson","AKL10","AK","10","L"
"Mark Neuman","Richard Foster","AKL10","AK","10","L"
"Michael Hawker","Robert Lynn","AKL10","AK","10","L"
"Michael Hawker","Chris Tuck","AKL10","AK","10","L"
"Reginald Joule","Craig Johnson","AKL10","AK","10","L"
"Reginald Joule","Chris Tuck","AKL10","AK","10","L"
"Reginald Joule","Michael Hawker","AKL10","AK","10","L"
"Reginald Joule","Bob Herron","AKL10","AK","10","L"
"Reginald Joule","Beth Kerttula","AKL10","AK","10","L"
"Robert Buch","William Thomas","AKL10","AK","10","L"
"Robert Buch","Alan Austerman","AKL10","AK","10","L"
"Robert Buch","Max Gruenberg","AKL10","AK","10","L"
"Bryce Edgmon","Craig Johnson","AKL10","AK","10","L"
"Bryce Edgmon","Leslie Gara","AKL10","AK","10","L"
"Bryce Edgmon","Neal Foster","AKL10","AK","10","L"
"Bryce Edgmon","Charisse Millett","AKL10","AK","10","L"
"Bryce Edgmon","Kurt Olson","AKL10","AK","10","L"
"Bryce Edgmon","Woodie Salmon","AKL10","AK","10","L"
"Harry Crawford","Robert Lynn","AKL10","AK","10","L"
"Harry Crawford","Leslie Gara","AKL10","AK","10","L"
"Harry Crawford","Robert Buch","AKL10","AK","10","L"
"Harry Crawford","Bryce Edgmon","AKL10","AK","10","L"
"Harry Crawford","Alberta Gardner","AKL10","AK","10","L"
"Harry Crawford","Beth Kerttula","AKL10","AK","10","L"
"Harry Crawford","Sharon Cissna","AKL10","AK","10","L"
"Max Gruenberg","Robert Lynn","AKL10","AK","10","L"
"Max Gruenberg","Leslie Gara","AKL10","AK","10","L"
"Max Gruenberg","Peggy Wilson","AKL10","AK","10","L"
"Max Gruenberg","William Thomas","AKL10","AK","10","L"
"Max Gruenberg","Bill Stoltze","AKL10","AK","10","L"
"Max Gruenberg","Harry Crawford","AKL10","AK","10","L"
"Max Gruenberg","Alberta Gardner","AKL10","AK","10","L"
"Max Gruenberg","Lindsey Holmes","AKL10","AK","10","L"
"Max Gruenberg","David Guttenberg","AKL10","AK","10","L"
"Max Gruenberg","Beth Kerttula","AKL10","AK","10","L"
"Michael Kelly","Robert Lynn","AKL10","AK","10","L"
"Michael Kelly","Carl Gatto","AKL10","AK","10","L"
"Michael Kelly","Mark Neuman","AKL10","AK","10","L"
"Anna Fairclough MacKinnon","Craig Johnson","AKL10","AK","10","L"
"Anna Fairclough MacKinnon","Leslie Gara","AKL10","AK","10","L"
"Anna Fairclough MacKinnon","Charles Chenault","AKL10","AK","10","L"
"Anna Fairclough MacKinnon","Beth Kerttula","AKL10","AK","10","L"
"Alberta Gardner","Chris Tuck","AKL10","AK","10","L"
"Alberta Gardner","Robert Buch","AKL10","AK","10","L"
"Alberta Gardner","Beth Kerttula","AKL10","AK","10","L"
"Wes Keller","Robert Lynn","AKL10","AK","10","L"
"Wes Keller","Peggy Wilson","AKL10","AK","10","L"
"Wes Keller","Chris Tuck","AKL10","AK","10","L"
"Wes Keller","Kyle Johansen","AKL10","AK","10","L"
"Neal Foster","Mark Neuman","AKL10","AK","10","L"
"Neal Foster","Michael Doogan","AKL10","AK","10","L"
"Bob Herron","Craig Johnson","AKL10","AK","10","L"
"Bob Herron","Leslie Gara","AKL10","AK","10","L"
"Bob Herron","Chris Tuck","AKL10","AK","10","L"
"Bob Herron","Alan Austerman","AKL10","AK","10","L"
"Bob Herron","Kyle Johansen","AKL10","AK","10","L"
"Bob Herron","James Petersen","AKL10","AK","10","L"
"Bob Herron","Sharon Cissna","AKL10","AK","10","L"
"Lindsey Holmes","Robert Lynn","AKL10","AK","10","L"
"Lindsey Holmes","Chris Tuck","AKL10","AK","10","L"
"Lindsey Holmes","Alberta Gardner","AKL10","AK","10","L"
"Lindsey Holmes","David Guttenberg","AKL10","AK","10","L"
"Lindsey Holmes","Beth Kerttula","AKL10","AK","10","L"
"Lindsey Holmes","James Petersen","AKL10","AK","10","L"
"David Guttenberg","Alberta Gardner","AKL10","AK","10","L"
"David Guttenberg","Paul Seaton","AKL10","AK","10","L"
"David Guttenberg","Scott Kawasaki","AKL10","AK","10","L"
"Charles Chenault","Jay Ramras","AKL10","AK","10","L"
"Charles Chenault","Mark Neuman","AKL10","AK","10","L"
"Kyle Johansen","Peggy Wilson","AKL10","AK","10","L"
"Kyle Johansen","Chris Tuck","AKL10","AK","10","L"
"Kyle Johansen","Carl Gatto","AKL10","AK","10","L"
"Kyle Johansen","Reginald Joule","AKL10","AK","10","L"
"Kyle Johansen","Max Gruenberg","AKL10","AK","10","L"
"Kyle Johansen","Charisse Millett","AKL10","AK","10","L"
"Kyle Johansen","Beth Kerttula","AKL10","AK","10","L"
"Kyle Johansen","Michael Doogan","AKL10","AK","10","L"
"Charisse Millett","Cathy Munoz","AKL10","AK","10","L"
"Charisse Millett","Jay Ramras","AKL10","AK","10","L"
"Charisse Millett","Harry Crawford","AKL10","AK","10","L"
"Charisse Millett","Neal Foster","AKL10","AK","10","L"
"Charisse Millett","Lindsey Holmes","AKL10","AK","10","L"
"Charisse Millett","David Guttenberg","AKL10","AK","10","L"
"Charisse Millett","Woodie Salmon","AKL10","AK","10","L"
"Beth Kerttula","Nancy Dahlstrom","AKL10","AK","10","L"
"Beth Kerttula","Chris Tuck","AKL10","AK","10","L"
"Beth Kerttula","Alan Austerman","AKL10","AK","10","L"
"Beth Kerttula","Bob Herron","AKL10","AK","10","L"
"Beth Kerttula","Sharon Cissna","AKL10","AK","10","L"
"Beth Kerttula","Richard Foster","AKL10","AK","10","L"
"Michael Doogan","Peggy Wilson","AKL10","AK","10","L"
"Kurt Olson","Jay Ramras","AKL10","AK","10","L"
"Woodie Salmon","Peggy Wilson","AKL10","AK","10","L"
"Woodie Salmon","Harry Crawford","AKL10","AK","10","L"
"Woodie Salmon","David Guttenberg","AKL10","AK","10","L"
"Woodie Salmon","Beth Kerttula","AKL10","AK","10","L"
"Woodie Salmon","Paul Seaton","AKL10","AK","10","L"
"James Petersen","Chris Tuck","AKL10","AK","10","L"
"Tammie Wilson","Neal Foster","AKL10","AK","10","L"
"Tammie Wilson","Scott Kawasaki","AKL10","AK","10","L"
"Paul Seaton","Chris Tuck","AKL10","AK","10","L"
"Johnny Ellis","Joe Paskvan","AKU10","AK","10","U"
"Johnny Ellis","Joe Thomas","AKU10","AK","10","U"
"Lesil McGuire","Linda Menard","AKU10","AK","10","U"
"Lesil McGuire","Johnny Ellis","AKU10","AK","10","U"
"Johnny Ellis","Bettye Davis","AKU10","AK","10","U"
"Bettye Davis","Hollis French","AKU10","AK","10","U"
"Lesil McGuire","Albert Kookesh","AKU10","AK","10","U"
"Johnny Ellis","William Wielechowski","AKU10","AK","10","U"
"Lesil McGuire","Dennis Egan","AKU10","AK","10","U"
"Joe Paskvan","Lesil McGuire","AKU10","AK","10","U"
"Lesil McGuire","Frederick Dyson","AKU10","AK","10","U"
"Lesil McGuire","Kevin Meyer","AKU10","AK","10","U"
"Joe Paskvan","Linda Menard","AKU10","AK","10","U"
"William Wielechowski","Johnny Ellis","AKU10","AK","10","U"
"Hollis French","Thomas Wagoner","AKU10","AK","10","U"
"Lesil McGuire","Joe Paskvan","AKU10","AK","10","U"
"Donald Olson","Dennis Egan","AKU10","AK","10","U"
"Charlie Huggins","Johnny Ellis","AKU10","AK","10","U"
"Bettye Davis","Charlie Huggins","AKU10","AK","10","U"
"Johnny Ellis","Gary Stevens","AKU10","AK","10","U"
"Joe Paskvan","Joe Thomas","AKU10","AK","10","U"
"Bettye Davis","Joe Paskvan","AKU10","AK","10","U"
"Gary Stevens","Bert Stedman","AKU10","AK","10","U"
"Donald Olson","Albert Kookesh","AKU10","AK","10","U"
"Kevin Meyer","Gene Therriault","AKU10","AK","10","U"
"Dennis Egan","Lyman Hoffman","AKU10","AK","10","U"
"Dennis Egan","Hollis French","AKU10","AK","10","U"
"Joe Thomas","Frederick Dyson","AKU10","AK","10","U"
"Dennis Egan","Donald Olson","AKU10","AK","10","U"
"Joe Paskvan","Albert Kookesh","AKU10","AK","10","U"
"Joe Paskvan","Kevin Meyer","AKU10","AK","10","U"
"Joe Thomas","Linda Menard","AKU10","AK","10","U"
"Hollis French","Dennis Egan","AKU10","AK","10","U"
"Dennis Egan","Bettye Davis","AKU10","AK","10","U"
"Lesil McGuire","Joe Thomas","AKU10","AK","10","U"
"Joe Thomas","Bettye Davis","AKU10","AK","10","U"
"William Wielechowski","Hollis French","AKU10","AK","10","U"
"Joe Paskvan","Bettye Davis","AKU10","AK","10","U"
"Gene Therriault","Donald Olson","AKU10","AK","10","U"
"Charlie Huggins","Lesil McGuire","AKU10","AK","10","U"
"Hollis French","Lesil McGuire","AKU10","AK","10","U"
"Donald Olson","Kevin Meyer","AKU10","AK","10","U"
"Joe Paskvan","Frederick Dyson","AKU10","AK","10","U"
"Dennis Egan","Bert Stedman","AKU10","AK","10","U"
"Gene Therriault","Thomas Wagoner","AKU10","AK","10","U"
"Charlie Huggins","Linda Menard","AKU10","AK","10","U"
"Kevin Meyer","Joe Thomas","AKU10","AK","10","U"
"Gene Therriault","Joe Thomas","AKU10","AK","10","U"
"Hollis French","Joe Paskvan","AKU10","AK","10","U"
"Charlie Huggins","Hollis French","AKU10","AK","10","U"
"William Wielechowski","Frederick Dyson","AKU10","AK","10","U"
"Gary Stevens","William Wielechowski","AKU10","AK","10","U"
"William Wielechowski","Linda Menard","AKU10","AK","10","U"
"Bettye Davis","Johnny Ellis","AKU10","AK","10","U"
"Joe Paskvan","Gary Stevens","AKU10","AK","10","U"
"Lesil McGuire","Charlie Huggins","AKU10","AK","10","U"
"Dennis Egan","Albert Kookesh","AKU10","AK","10","U"
"Dennis Egan","Kevin Meyer","AKU10","AK","10","U"
"Linda Menard","Joe Paskvan","AKU10","AK","10","U"
"Hollis French","William Wielechowski","AKU10","AK","10","U"
"Lesil McGuire","William Wielechowski","AKU10","AK","10","U"
"Dennis Egan","Linda Menard","AKU10","AK","10","U"
"Hollis French","Joe Thomas","AKU10","AK","10","U"
"Dennis Egan","Gary Stevens","AKU10","AK","10","U"
"Dennis Egan","Frederick Dyson","AKU10","AK","10","U"
"Dennis Egan","Joe Thomas","AKU10","AK","10","U"
"Hollis French","Linda Menard","AKU10","AK","10","U"
"Joe Thomas","Hollis French","AKU10","AK","10","U"
"Lesil McGuire","Thomas Wagoner","AKU10","AK","10","U"
"Joe Thomas","Kevin Meyer","AKU10","AK","10","U"
"Joe Thomas","Joe Paskvan","AKU10","AK","10","U"
"Joe Thomas","Lesil McGuire","AKU10","AK","10","U"
"Joe Thomas","Gary Stevens","AKU10","AK","10","U"
"Lesil McGuire","Lyman Hoffman","AKU10","AK","10","U"
"Kevin Meyer","Lyman Hoffman","AKU10","AK","10","U"
"Charlie Huggins","Lyman Hoffman","AKU10","AK","10","U"
"Joe Paskvan","Donald Olson","AKU10","AK","10","U"
"Gene Therriault","Albert Kookesh","AKU10","AK","10","U"
"Kevin Meyer","Lesil McGuire","AKU10","AK","10","U"
"Charlie Huggins","Kevin Meyer","AKU10","AK","10","U"
"Hollis French","Kevin Meyer","AKU10","AK","10","U"
"Kevin Meyer","Gary Stevens","AKU10","AK","10","U"
"Charlie Huggins","Gary Stevens","AKU10","AK","10","U"
"Hollis French","Gary Stevens","AKU10","AK","10","U"
"Kevin Meyer","Frederick Dyson","AKU10","AK","10","U"
"Hollis French","Frederick Dyson","AKU10","AK","10","U"
"Hollis French","Charlie Huggins","AKU10","AK","10","U"
"Lesil McGuire","Bert Stedman","AKU10","AK","10","U"
"Kevin Meyer","Bert Stedman","AKU10","AK","10","U"
"Charlie Huggins","Bert Stedman","AKU10","AK","10","U"
"Hollis French","Bert Stedman","AKU10","AK","10","U"
"Kevin Meyer","Thomas Wagoner","AKU10","AK","10","U"
"Joe Paskvan","Thomas Wagoner","AKU10","AK","10","U"
"Conley Bunde","Gene Therriault","AKU10","AK","10","U"
"Kevin Meyer","Conley Bunde","AKU10","AK","10","U"
"Charlie Huggins","Conley Bunde","AKU10","AK","10","U"
"Kevin Meyer","Dennis Egan","AKU10","AK","10","U"
"Joe Thomas","Dennis Egan","AKU10","AK","10","U"
"Kevin Meyer","William Wielechowski","AKU10","AK","10","U"
"Charlie Huggins","William Wielechowski","AKU10","AK","10","U"
"Kevin Meyer","Linda Menard","AKU10","AK","10","U"
"Donald Olson","Johnny Ellis","AKU10","AK","10","U"
"Kevin Meyer","Johnny Ellis","AKU10","AK","10","U"
"Hollis French","Johnny Ellis","AKU10","AK","10","U"
"Donald Olson","Joe Thomas","AKU10","AK","10","U"
"Donald Olson","Joe Paskvan","AKU10","AK","10","U"
"Kevin Meyer","Joe Paskvan","AKU10","AK","10","U"
"Charlie Huggins","Joe Paskvan","AKU10","AK","10","U"
"Donald Olson","Hollis French","AKU10","AK","10","U"
"Kevin Meyer","Hollis French","AKU10","AK","10","U"
"Donald Olson","Bettye Davis","AKU10","AK","10","U"
"Lesil McGuire","Bettye Davis","AKU10","AK","10","U"
"Charlie Huggins","Bettye Davis","AKU10","AK","10","U"
"Dennis Egan","John Coghill","AKU10","AK","10","U"
"Frederick Dyson","Lyman Hoffman","AKU10","AK","10","U"
"Albert Kookesh","Donald Olson","AKU10","AK","10","U"
"Dennis Egan","Lesil McGuire","AKU10","AK","10","U"
"William Wielechowski","Lesil McGuire","AKU10","AK","10","U"
"William Wielechowski","Charlie Huggins","AKU10","AK","10","U"
"Linda Menard","Bert Stedman","AKU10","AK","10","U"
"Gary Stevens","Thomas Wagoner","AKU10","AK","10","U"
"Dennis Egan","Thomas Wagoner","AKU10","AK","10","U"
"Joe Paskvan","Gene Therriault","AKU10","AK","10","U"
"Linda Menard","Conley Bunde","AKU10","AK","10","U"
"Joe Paskvan","Kim Elton","AKU10","AK","10","U"
"Gary Stevens","Dennis Egan","AKU10","AK","10","U"
"Linda Menard","Dennis Egan","AKU10","AK","10","U"
"Gene Therriault","Linda Menard","AKU10","AK","10","U"
"Linda Menard","Johnny Ellis","AKU10","AK","10","U"
"William Wielechowski","Joe Paskvan","AKU10","AK","10","U"
"Kim Elton","Hollis French","AKU10","AK","10","U"
"Kim Elton","Dennis Egan","AKU10","AK","10","U"
"Dennis Egan","Joe Paskvan","AKU10","AK","10","U"
"Johnny Ellis","Dennis Egan","AKU10","AK","10","U"
"Linda Menard","Hollis French","AKU10","AK","10","U"
"Linda Menard","Albert Kookesh","AKU10","AK","10","U"
"Leslie Gara","Beth Kerttula","AKL12","AK","12","L"
"Leslie Gara","Craig Johnson","AKL12","AK","12","L"
"Leslie Gara","Peggy Wilson","AKL12","AK","12","L"
"Leslie Gara","Scott Kawasaki","AKL12","AK","12","L"
"Leslie Gara","Charisse Millett","AKL12","AK","12","L"
"Leslie Gara","David Guttenberg","AKL12","AK","12","L"
"Leslie Gara","Cathy Munoz","AKL12","AK","12","L"
"Leslie Gara","Lindsey Holmes","AKL12","AK","12","L"
"Leslie Gara","Bob Miller","AKL12","AK","12","L"
"Leslie Gara","Alberta Gardner","AKL12","AK","12","L"
"Leslie Gara","Kyle Johansen","AKL12","AK","12","L"
"Leslie Gara","Sharon Cissna","AKL12","AK","12","L"
"Robert Lynn","Leslie Gara","AKL12","AK","12","L"
"Robert Lynn","Mia Costello","AKL12","AK","12","L"
"Robert Lynn","Craig Johnson","AKL12","AK","12","L"
"Robert Lynn","Peggy Wilson","AKL12","AK","12","L"
"Robert Lynn","Scott Kawasaki","AKL12","AK","12","L"
"Robert Lynn","James Petersen","AKL12","AK","12","L"
"Robert Lynn","David Guttenberg","AKL12","AK","12","L"
"Robert Lynn","Paul Seaton","AKL12","AK","12","L"
"Robert Lynn","Mark Neuman","AKL12","AK","12","L"
"Robert Lynn","Tammie Wilson","AKL12","AK","12","L"
"Robert Lynn","Michael Doogan","AKL12","AK","12","L"
"Robert Lynn","Wes Keller","AKL12","AK","12","L"
"Robert Lynn","Lindsey Holmes","AKL12","AK","12","L"
"Robert Lynn","Bill Stoltze","AKL12","AK","12","L"
"Robert Lynn","Alan Dick","AKL12","AK","12","L"
"Robert Lynn","Kurt Olson","AKL12","AK","12","L"
"Beth Kerttula","Eric Feige","AKL12","AK","12","L"
"Beth Kerttula","James Petersen","AKL12","AK","12","L"
"Beth Kerttula","Max Gruenberg","AKL12","AK","12","L"
"Beth Kerttula","Chris Tuck","AKL12","AK","12","L"
"Beth Kerttula","Cathy Munoz","AKL12","AK","12","L"
"Beth Kerttula","Paul Seaton","AKL12","AK","12","L"
"Beth Kerttula","Michael Hawker","AKL12","AK","12","L"
"Beth Kerttula","Wes Keller","AKL12","AK","12","L"
"Beth Kerttula","Anna Fairclough MacKinnon","AKL12","AK","12","L"
"Beth Kerttula","Lindsey Holmes","AKL12","AK","12","L"
"Beth Kerttula","Neal Foster","AKL12","AK","12","L"
"Eric Feige","Leslie Gara","AKL12","AK","12","L"
"Eric Feige","Robert Lynn","AKL12","AK","12","L"
"Eric Feige","Alan Austerman","AKL12","AK","12","L"
"Eric Feige","Lance Pruitt","AKL12","AK","12","L"
"Eric Feige","Charisse Millett","AKL12","AK","12","L"
"Eric Feige","Chris Tuck","AKL12","AK","12","L"
"Eric Feige","David Guttenberg","AKL12","AK","12","L"
"Eric Feige","William Thomas","AKL12","AK","12","L"
"Eric Feige","Dan Saddler","AKL12","AK","12","L"
"Eric Feige","Anna Fairclough MacKinnon","AKL12","AK","12","L"
"Eric Feige","Lindsey Holmes","AKL12","AK","12","L"
"Mia Costello","Robert Lynn","AKL12","AK","12","L"
"Mia Costello","Beth Kerttula","AKL12","AK","12","L"
"Mia Costello","Scott Kawasaki","AKL12","AK","12","L"
"Mia Costello","Lance Pruitt","AKL12","AK","12","L"
"Mia Costello","Charisse Millett","AKL12","AK","12","L"
"Mia Costello","Chris Tuck","AKL12","AK","12","L"
"Mia Costello","Mark Neuman","AKL12","AK","12","L"
"Mia Costello","Tammie Wilson","AKL12","AK","12","L"
"Mia Costello","Lindsey Holmes","AKL12","AK","12","L"
"Mia Costello","Bill Stoltze","AKL12","AK","12","L"
"Craig Johnson","Mia Costello","AKL12","AK","12","L"
"Craig Johnson","Charisse Millett","AKL12","AK","12","L"
"Craig Johnson","William Thomas","AKL12","AK","12","L"
"Craig Johnson","Tammie Wilson","AKL12","AK","12","L"
"Craig Johnson","Wes Keller","AKL12","AK","12","L"
"Craig Johnson","Kyle Johansen","AKL12","AK","12","L"
"Craig Johnson","Bill Stoltze","AKL12","AK","12","L"
"Craig Johnson","Kurt Olson","AKL12","AK","12","L"
